Gem Glow,Steven,"['rapping', 'spoken']",♪ Oohhhhh! / He's a frozen treat with an all new taste! / 'cause he came to this planet from outer space! / A refugee of an interstellar war! / But now he's at your local grocery store! / Cookie Cat! He's a pet for your tummy! / Cookie Cat! He's super duper yummy! / Cookie Cat! He left his family behind! / Cookie Caaaaat! ♪  Now available at Gurgens off Route 109!,,
Gem Glow,,[],,,The Gems burst out in laughter and applause.
Gem Glow,Steven,"['tears open the wrapper of a Cookie Cat', 'bites into it']","I can't believe you did this. I'm gonna save these forever!... right after I eat this one.  Hello, old friend.  Oh, so good! (Steven's gem begins to glow.) I like to eat the ears first.",,
Gem Glow,Amethyst,[],"Uh, Steven...",,
Gem Glow,Steven,['lifts his shirt'],Wha-?  My gem!,,
Gem Glow,Amethyst,[],"Quick, try and summon your weapon!",,
Gem Glow,Steven,['panicking'],"I don't know how!  Aaaah, it's fading! How do I make it come back?!",,
Gem Glow,Pearl,[],"Calm down, Steven. Breathe, don't force it.",,
Gem Glow,Amethyst,[],"Yeah, and try not to poop yourself either.",,
Gem Glow,Garnet,[],"Please, don't.",,
Gem Glow,,[],,,"Steven's gem's glow fades away, everyone collectively sigh."
Gem Glow,Steven,[],"Ah, I was really close that time! Can one of you just explain how to summon a weapon?",,
Gem Glow,Pearl,['singsong voice'],"Oh, I'll go first!~",,
Gem Glow,,[],,Trans. Ext. Hill with a blossoming tree with falling petals,
Gem Glow,Pearl,['summons her spear from her gem'],"Pay attention to these petals, Steven. The petals' dance seems improvised, but it is being calculated in real time based on the physical properties of this planet. With hard work and dedication, you can master the magical properties of your gem and perform your own dance!  Like so. (Steven is in awe.)",,
Gem Glow,,[],,Trans. Ext. the Big Donut,
Gem Glow,Steven,['tosses a bunch of petals in the air'],Wah!,,
Gem Glow,Amethyst,[],"Did Pearl tell you the ""petal thing""?",,
Gem Glow,Steven,[],"Yeah, I need to practice really hard so I can dance like a tree... I think.",,
Gem Glow,Amethyst,['summons her whip and breaks a nearby garbage container in two'],"Listen Steven, all that practice stuff is no fun. Whenever I need to summon my weapon, it just happens.  See? Didn't try at all. (Steven scratches his head.)",,
Gem Glow,Lars,[],(runs outside and drops trash bag) Aaah! Again?!,,
Gem Glow,,[],,Trans. Ext. top of Crystal Temple near light house,
Gem Glow,Steven,[],So I'm supposed to work really hard and not try at all at the same time?,,
Gem Glow,Garnet,[],Yes.,,
Gem Glow,,[],,,Steven already never listens.
Gem Glow,Garnet,['summons her gauntlets'],"Or... you could link your mind with the energy of all existing matter. Channeling the collective power of the universe through your gem, which results in—  At least that's my way of doin' it.",,
Gem Glow,,[],,Trans. Int. Beach House kitchen,
Gem Glow,Steven,['points as he directs the Gems'],"I think my best bet is to recreate what happened the last time my gem glowed. So...  Garnet and Amethyst were here. Pearl was next to the fridge. Hmm. Amethyst, I think your arms were crossed?",,
Gem Glow,Amethyst,['crosses arms'],"Okay, your majesty.",,
Gem Glow,Steven,['tilts one of her feet slightly'],"And Pearl, your foot was like this.",,
Gem Glow,Pearl,[],"I don't think it works this way, Steven.",,
Gem Glow,Steven,"['squishes and moves her face upward', 'retrieved the half-eaten Cookie Cat from before from the fridge', 'rapping in off-key']","And Garnet, uh...  Yeah.  Then I took a bite of this Cookie Cat. Oh, wait! I sang the song first.  Uh, he's a frozen treat, all new taste, interstellar war, now available at Gurgens-",,
Gem Glow,,[],,,Nothing happens
Gem Glow,Steven,['lifts his shirt to see his gem and sigh'],"Awww, it was funnier last time.  Maybe I'm not a real Crystal Gem.",,
Gem Glow,Pearl,['bends down next to Steven'],"Don't be silly, Steven. Of course you are.",,
Gem Glow,Amethyst,[],"And you're fun to have around, even if your gem is useless. (Pearl gets angry at Amethyst.) I mean... you're one of us, Steven. We're not the Crystal Gems without you! (Garnet nods.)",,
Gem Glow,Steven,['takes a bite'],"Yeah, even if I don't have powers, I've still got... Cookie Cat!  Mmm, so good.",,
Gem Glow,,[],,,"Steven’s gem begins to glow again, and a shield materializes in front of him. The Gems collectively gasp."
Gem Glow,Pearl,['amazed'],"Steven, it's a shield!",,
Gem Glow,Steven,[],"... Whoa, what?! I get a shield?! Oh... YEAH!",,
Gem Glow,,[],,,"Steven accidentally launches his shield which ricochets all around the room, before smashing into Steven's TV. Amethyst bursts out laughing while Pearl groans in disappointment."
Gem Glow,Steven,[],Huh? Cookie Cat! I summon my weapon by eating ice cream!,,
Gem Glow,Pearl,['picks up the wrapper on the floor'],What's in these things?,,
Gem Glow,,[],,,"The house begins to rumbles. Silhouettes of Centipeetles can be seen outside the window. Steven's shield also disappears, leaving a dent in the TV."
Gem Glow,Steven,[],What was that?,,
Gem Glow,,[],,Trans. Ext. Crystal Temple,
Gem Glow,,[],,,"he Gems run out of the house and see a Centipeetle, biggest of all, crawling up the temple."
Gem Glow,Garnet,['leaps towards it'],It's the Mother!,,
Gem Glow,Pearl,[],"Stay in the house, Steven!",,
Gem Glow,Steven,['goes back to grab several Cookie Cats and the Cookie Cat freezer'],"No way, I'm coming too!",,
Gem Glow,,[],,,"Garnet begins her assault at the Centipeetle Mother. The battle descends towards the beach, as the Crystal Gems brace themselves for battle. The Centipeetle Mother sprays a stream of acid towards them, which they dodge out of the way and take refuge behind a broken hand statue of the temple on the beach. The Centipeetle Mother continues spraying acid, dealing considerable damage to the hand statue as it begins to melt."
Gem Glow,Amethyst,[],We could really use Steven's shield right about now!,,
Gem Glow,Steven,"['chucks pebble at Mother', 'plants the freezer into the ground']",Hey!  Leave them alone!,,
Gem Glow,"Garnet, Pearl & Amethyst",[],"Steven, no!",,
Gem Glow,Steven,"['eats a Cookie Cat and lifts his shirt', 'retreats a distance away with the freezer']","Cookie Cat Crystal combo powers, ACTIVATE!  (The Centipeetle Mother stares maniacally as nothing happens.) Uh-oh. Aaaah!",,
Gem Glow,Pearl,"[""dodges an attack from the Centipeetle Mother's tail pincers""]",We need to save Steven!,,
Gem Glow,Amethyst,[],Can we save ourselves first?!,,
Gem Glow,Steven,"['eats several Cookie Cats as he weeps, his stomach rumbles and still nothing happens', 'dodges a spray of acid from the Centipeetle Mother']","Goodbye, my friends.  Why isn't it working?",,
Gem Glow,Garnet,"[""grabs hold of the Centipeetle Mother's pincers, drawing her attention""]",Steven!,,
Gem Glow,Steven,"['notices the Cookie Cat freezer destroyed from the acid attack and gasps in horror', 'slowly', 'picks up the freezer aggressively', ""chucks the freezer at the Centipeetle Mother's back, electrocuting her and causing her to screech in pain""]","No... Oh, no no no no no!...  Cookie Cat, he's a pet for your tummy. Cookie Cat, he's super duper YUMMY!  Cookie Cat, he left his family behind! COOKIE CAAAT!!  Now available... nowhere...",,
Gem Glow,Amethyst,[],YES!,,
Gem Glow,Garnet,[],"Gems, weapons! (The Gems summon their weapons and burst out of cover from the hand statue.) Let's do it.",,
Gem Glow,,[],,,"The Gems charge and attack the Centipeetle Mother altogether, defeating it for good. A gem falls from it and Garnet bubbles it away."
Gem Glow,Steven,"['buries a Cookie Cat wrapper in the ground', 'stomach rumbles']","Farewell, sweet Cookie Cats.  I'll always remember the time we spent together.  Shh, hush now.",,
Gem Glow,Amethyst,[],Are you crying?,,
Gem Glow,Steven,['shouts'],Only a little!,,
Gem Glow,Amethyst,[],"Well, I guess your powers don't come from ice cream.",,
Gem Glow,Pearl,[],"Of course they don't come from ice cream. Don't worry, Steven, I'm sure some day you'll figure out how to activate your gem.",,
Gem Glow,Garnet,[],"Yes, in your own Steven-y way.",,
Gem Glow,Steven,['stomach rumbles'],"I'm okay guys. I just-  Ugh, I think I ate too many Cookie Cats.",,
Gem Glow,,[],,,"The Gems start laughing, and Steven laughs anxiously in return. The star iris zooms in on Steven, as he bends over and retches, ending the episode."
Gem Glow,,[],,END,
Laser Light Cannon,,[],,Open Ext. Beach Citywalk Fries,
Laser Light Cannon,,[],,,"Steven and Amethyst run towards the counter of Beach Citywalk Fries, as Mr. Fryman is entering the building."
Laser Light Cannon,Steven,[],"Hey, Fryman, give me the bits!",,
Laser Light Cannon,Mr. Fryman,"['flips a ""We\'re Closed!"" sign']",Steven! We're closed.,,
Laser Light Cannon,Steven,['disappointed'],"Aww, what?",,
Laser Light Cannon,Amethyst,"['hits counter', 'chants while continuously hitting the counter']",Give 'em the bits!  The BITS. The BITS.,,
Laser Light Cannon,,[],,,Steven joins in the chanting.
Laser Light Cannon,Steven & Amethyst,"['both chanting', 'banging on counter']",The BITS! The BITS! The BITS!-,,
Laser Light Cannon,Mr. Fryman,['goes to retrieve the fry bits'],"Okay, okay! Take it easy on the counter, will ya?",,
Laser Light Cannon,Steven & Amethyst,['hi-fives'],Yes!,,
Laser Light Cannon,Mr. Fryman,"['empties the bits into a paper bag', 'hands the bag to Steven']",I can give you actual fries if you want.,,
Laser Light Cannon,Steven,"['takes the bag', 'Amethyst and him start walking away while eating the bits']","Just the bits, please.  Thanks!  Ah, sunset, my favorite time of day. When the sun goes down, and the second sun gets bigger and bigger in the sky.",,
Laser Light Cannon,Amethyst,"['bursts out laughing', 'long gasps, noticing a strange orb in the sky']","Yeah, that big hot second su—  Oh no, what is that doing here?",,
Laser Light Cannon,Steven,[],"Huh? What is it? (Amethyst picks him up, causing him to drop the bag of bits.) Ah, my bits! (Amethyst carries him away.",,
Laser Light Cannon,,[],,Trans. beach near Crystal Temple,
Laser Light Cannon,,[],,,"Garnet and Pearl, looking through a telescope, are observing the strange orb."
Laser Light Cannon,Garnet,[],This is bad.,,
Laser Light Cannon,Pearl,[],"Look at the size of it, I had no idea these things were so big!",,
Laser Light Cannon,Amethyst,['running towards them carrying Steven'],Garnet! Pearl!,,
Laser Light Cannon,Pearl,['visibly annoyed'],We saw. Some of us are trying to protect humanity. Where were you?,,
Laser Light Cannon,Amethyst,['puts Steven down'],... Eating fry bits. (Pearl groans.),,
Laser Light Cannon,Steven,['peers through the telescope'],"Oh, can I see?  Woah. (The orb rotates and opens into a eye.) It's a giant eyeball! Awesome!",,
Laser Light Cannon,Pearl,[],NOT awesome! It's a Red Eye!,,
Laser Light Cannon,Steven,[],A red eye?! It's going to infect us all!,,
Laser Light Cannon,Garnet,[],"That's pink eye, Steven. (Amethyst laughs.)",,
Laser Light Cannon,Pearl,[],"It's going to crash into Beach City and crush us, along with a bunch of oblivious, innocent people! We have to stop it.",,
Laser Light Cannon,Steven,[],What are we going to do?,,
Laser Light Cannon,Garnet,['adjusts her visor'],The only thing powerful enough to destroy it is a Laser Cannon that belonged to Rose Quartz.,,
Laser Light Cannon,Steven,[],My mom?,,
Laser Light Cannon,Amethyst,['moans'],"If Rose were here, this would be so easy.",,
Laser Light Cannon,Pearl,[],"I know, but she's not, and the cannon is missing. We'll have to find another solution.",,
Laser Light Cannon,Steven,[],"If it belonged to my mom, I bet my dad knows where it is. He can help us save the day! (The Crystal Gems are speechless.) Huh? Ehh!?",,
Laser Light Cannon,Pearl,[],"Greg is... nice, Steven, but I doubt Rose would entrust someone like him with such a powerful weapon.",,
Laser Light Cannon,Amethyst,"[""puts her hand on Steven's shoulder""]","Your dad is kind of a mess, Steven.",,
Laser Light Cannon,Pearl,[],Amethyst!,,
Laser Light Cannon,Amethyst,[],"I'm just sayin', even if she did leave it with him, he probably broke it, or lost it, or dropped it in the ocean by now.",,
Laser Light Cannon,Garnet,[],True.,,
Laser Light Cannon,Steven,[],"No way, I'm sure he's just keeping it somewhere safe. I'll go ask him.",,
Laser Light Cannon,Garnet,['to Amethyst'],"We can handle this, Steven.  Ready?",,
Laser Light Cannon,,[],,,"Amethyst nods. Garnet picks her up, leaps into the air and tosses her at the Red Eye. Amethyst hits it with no impact at all and falls into the ocean. Garnet and Pearl are dumbfounded."
Laser Light Cannon,Steven,[],Ugh... I'm gonna go.,,
Laser Light Cannon,Pearl,[],"... Okay, good luck.",,
Laser Light Cannon,,[],,Ext. It's a Wash,
Laser Light Cannon,Steven,"['banging on the back doors of a van', 'starts ramming into it', 'climbs onto the van and start stomping on it', ""trips and sets off the van's alarm, which he smiles at""]","Dad, it's me! Dad, are you in there?  Wake- UP! We have to save the- WORLD!  Dad!",,
Laser Light Cannon,Greg,"['bursts out of the van', 'wielding a waffle iron']",Who's there?! I have a waffle iron!,,
Laser Light Cannon,Steven,[],"Dad, it's me!",,
Laser Light Cannon,Greg,"['turns around and sees him, as he drops the waffle iron and shuts the van alarm off']",Steven? (Steven jumps down of the van and hugs him.) I almost waffled your face! What are you doing up so late?,,
Laser Light Cannon,Steven,[],What do you mean? The sun just went down an hour ago.,,
Laser Light Cannon,Greg,['embarrassed'],"Oh, heh.  It was a... slow day at the car wash. Anyway, what's up? Just needed to see your old man? Pal around? Learn some lessons about life?",,
Laser Light Cannon,Steven,['blushes'],"No! I need the light cannon that belonged to Mom, to blow up that eyeball!",,
Laser Light Cannon,Greg,[],Eyeball?,,
Laser Light Cannon,Steven,['points at the Red Eye'],That!,,
Laser Light Cannon,,[],,,"Amethyst is seen flying and yelling towards the Red Eye, hitting it, and falling back into the ocean again."
Laser Light Cannon,Greg,['rubs the back of his head'],"Wait, is that a magical thing? The Gems told me not to get involved with magic stuff. It... it could be dangerous or interfere with what's left of my hair.",,
Laser Light Cannon,Steven,[],"But they need Mom's cannon. You've gotta know where it is, like a cave dungeon or a cloud fortress, or in a clam at the bottom of the ocean!",,
Laser Light Cannon,,[],,,"Greg puts up the waffle iron on the ground, throws it into the van and shuts the doors."
Laser Light Cannon,Greg,[],"Well, I don't know about all that. But I have an idea where it might be.",,
Laser Light Cannon,,[],,Ext. U-Stor,
Laser Light Cannon,Steven,['runs towards the storage building'],A magical storage unit!,,
Laser Light Cannon,Greg,"['winks at Steven, who looks at him cluelessly']","Ha, not exactly. But some would say there's magic inside.  It's just a shed I use to keep things that don't fit in the van. If it's anywhere, it'll be in here.",,
Laser Light Cannon,,[],,,"Greg opens the door and reveals a shed filled to the brim with boxes and clutter. Steven tries to make his way in, but the first few boxes collapse in front of him."
Laser Light Cannon,Steven,"['ties a flashlight to his head with a nearby sock, and an electric cord wrapped around his waist']","If I'm going in there, I'm gonna need some gear.  Here I go.",,
Laser Light Cannon,Greg,['holding the other end of the cord'],Good luck!,,
Laser Light Cannon,Steven,"['crawls into the shed', 'ventures deeper and notices a long object on the floor', 'pulls it out, revealing to be a golf bag']","Woah, cool! It's like a dad museum.  There it is!  Do you golf?",,
Laser Light Cannon,Greg,[],"Eh, I'd like to think of myself as someone who would golf... eventually.",,
Laser Light Cannon,Steven,"['sets the golf bag upright and notices another slender object', 'sweeps off the various junk on top of it', 'pats it once and continues rummaging deeper', 'gasps', 'shoots a cannon-like object, the projectile unravels into a shirt', 'notices a box full of CDs near him']","Hmm, yes!  A drum.  No, no...  Oh my gosh, oh my gosh, oh my gosh! Is this—  “Buy T-Shirt Cannons”?  Hey, there's a bunch of copies of your old CD!",,
Laser Light Cannon,Greg,[],"Huh. Oh, man, I couldn't give those things away. You know, before I ran the car wash, when I was a one-man band, I traveled the whole country.",,
Laser Light Cannon,Steven,['chuckles as he keeps one of the CDs in his pocket'],"I know, Dad.",,
Laser Light Cannon,Greg,[],"When I came to play a concert here in Beach City, no one showed up except—",,
Laser Light Cannon,Steven,[],An ALLIGATOR!,,
Laser Light Cannon,Greg,[],"No, it was your mother.",,
Laser Light Cannon,Steven,['crawls deeper into the shed'],"Hahaha, I know.",,
Laser Light Cannon,Greg,[],And we were always together after that. Until she gave up her physical form to bring you into the world. I don't know what a magic lady like her ever saw in a plain old dope like me.,,
Laser Light Cannon,Steven,['accidentally steps on a photo frame of Greg and Rose and gasps'],"Uh, Dad, I broke a photo.",,
Laser Light Cannon,Greg,[],"It's okay buddy. If every pork chop were perfect, we wouldn't have hot dogs.",,
Laser Light Cannon,Steven,"['something begins to glow near him', 'gasps']",Huh?  The light cannon!,,
Laser Light Cannon,Greg,"['looking at Red Eye, nearer than before', 'scratching his chest']","Oh boy, that thing's giving me the willies.",,
Laser Light Cannon,Steven,[],"Dad, I found it!",,
Laser Light Cannon,Greg,[],Really?,,
Laser Light Cannon,Steven,['ties the electric cord around the cannon'],"Get the van! (With the other end tied to his van, Greg pulls the cannon out of the shed, along with all his other possessions, which collapse afterwards.) This thing could save the city, we've gotta get it to the beach!",,
Laser Light Cannon,Greg,['a wagon rolls by'],How? It's too big for the van.,,
Laser Light Cannon,,[],,,Greg ties the wagon to the van with the electric cord. Steven and Greg lift the heavy cannon.
Laser Light Cannon,Greg,[],"Easy does it. (They drop the cannon onto the wagon, and its base breaks from the cannon's weight. Steven and Greg are speechless.)",,
Laser Light Cannon,,[],,Int. Greg's Van,
Laser Light Cannon,,[],,,"Steven and Greg are driving to the beach, dragging the cannon with the damaged wagon."
Laser Light Cannon,Steven,[],Is it gonna be okay?,,
Laser Light Cannon,Greg,['shrugs'],If every pork chop were perfect—,,
Laser Light Cannon,Steven,['chimes in'],We wouldn't have hot dogs!,,
Laser Light Cannon,Greg,['watches the Red Eye getting bigger'],"That thing's getting huge, it's freaking me out!",,
Laser Light Cannon,Steven,[],Can't the van go any faster?,,
Laser Light Cannon,Greg,['steps the van accelerator'],This is faster!,,
Laser Light Cannon,Steven,['holds up the CD he retrieved earlier'],"Don't worry. Come on, let's put on your CD.",,
Laser Light Cannon,Greg,['embarrassed'],"What? Really? Come on, you've heard it.",,
Laser Light Cannon,Steven,"['chuckles', 'inserts disc']",You come on.,,
Laser Light Cannon,,[],,,"""Let Me Drive My Van (into Your Heart"
Laser Light Cannon,Amethyst,"['gets washed up back on shore', 'notices Steven, Greg and the cannon']","Throw me again, I think I'm cracking it.  Is that...?",,
Laser Light Cannon,Steven,[],"Hey, guys!",,
Laser Light Cannon,Pearl,['gasps'],He really had it!,,
Laser Light Cannon,Amethyst,[],We're SAVED!!!,,
Laser Light Cannon,"Pearl, Amethyst, and Garnet",[],Woah!,,
Laser Light Cannon,,[],,,"Destruction begins to ensure as everything is being pulled away by the Red Eye's gravitational force, such as the Beach House, electric poles and the Beach Citywalk Fries."
Laser Light Cannon,Mr. Fryman,[],"Whoa, whoa, whoa, easy! (The building's sign gets ripped off, and Mr. Fryman dodges out of its way.)",,
Laser Light Cannon,,[],,Trans. Beach,
Laser Light Cannon,Garnet,[],We have to use it now.,,
Laser Light Cannon,Pearl,[],"I don't know how it works, it was Rose's!",,
Laser Light Cannon,Steven,[],"Dad, how do we use it? (Greg shrugs.)",,
Laser Light Cannon,Pearl,"[""grabs Steven's shoulders"", 'epiphanised']","Steven, this is serious!  The gem. You have Rose's gem!",,
Laser Light Cannon,Amethyst,['lifts Steven and start rubbing him against the cannon'],"That's it!  Ahhh, come on!",,
Laser Light Cannon,Garnet,[],Stop that.,,
Laser Light Cannon,Pearl,[],It's no use.,,
Laser Light Cannon,Amethyst,"[""jumps onto Garnet's arm""]","Fine, forget it. Throw me again!",,
Laser Light Cannon,Pearl,[],That's not going to work.,,
Laser Light Cannon,,[],,,The gravitational pull intensifies and starts to pull the van and the cannon too.
Laser Light Cannon,Greg,"['unties the cord from the cannon, as the van continues to be pulled', 'gets dragged along with the van']","I got this.  Ugh, wait, nope, maybe I don't!",,
Laser Light Cannon,Steven,['starts banging on the cannon'],"Please work- unlock- activate- go- please! Everyone's counting on you, you can't just be useless! I know you can help.",,
Laser Light Cannon,Greg,[],"It's okay, Steven. We'll figure out something else, something even better.",,
Laser Light Cannon,Steven,[],"R-r-r-right, if every pork chop were perfect, we wouldn't have hot dogs.",,
Laser Light Cannon,,[],,,The cannon starts to glow and activate. Steven loses his grip and falls onto the ground.
Laser Light Cannon,Pearl,[],It's working!,,
Laser Light Cannon,,[],,,"The cannon's hinges unlock and the barrel falls onto the ground. The Crystal Gems gasp as it begins to prime itself. Steven tries to lift the cannon himself, and the Crystal Gems help in."
Laser Light Cannon,Pearl,[],Steven!,,
Laser Light Cannon,Amethyst,[],This is it!,,
Laser Light Cannon,Garnet,[],BRACE YOURSELVES!!!,,
Laser Light Cannon,,[],,,"The cannon fires a rose-shaped beam at the Red Eye, shattering and destroying it. Shrapnel from the blast begin to fall around the beach and destroying parts of the city boardwalk."
Laser Light Cannon,Amethyst,[],"Steven, you just saved most of Beach City!",,
Laser Light Cannon,Steven,['to Mr. Fryman'],Sorry about that!,,
Laser Light Cannon,Mr. Fryman,['yells back'],What?,,
Laser Light Cannon,Pearl,[],How did you get it to work?,,
Laser Light Cannon,Steven,[],I just said that thing that Dad always says.,,
Laser Light Cannon,Pearl,[],That thing about pork rinds?,,
Laser Light Cannon,Garnet,"[""pats on Pearl's shoulder""]",Hot dogs.,,
Laser Light Cannon,Greg,['wipes away a tear'],Rose...,,
Laser Light Cannon,,[],,,The tide suddenly raises in and everyone starts laughing. Greg notices his van getting washed past him by the tide.
Laser Light Cannon,Greg,[],My van!,,
Laser Light Cannon,Steven,[],"It's okay, Dad, if every pork chop were perfect—",,
Laser Light Cannon,Greg,['rushes towards the van'],I live in there!,,
Laser Light Cannon,Steven,['chases after'],Wait up!,,
Laser Light Cannon,Greg,[],"Oh geez, wait, wait, wait!",,
Laser Light Cannon,,[],,,"Greg and Steven slowly track through the water towards the van, slowly being washed towards the ocean. The star iris zooms in on the van, ending the episode."
Laser Light Cannon,,[],,END,
Cheeseburger Backpack,,[],,Open on beach near Crystal Temple,
Cheeseburger Backpack,Steven,"['sitting on a rock and singing', 'stops singing as Jamie the mailman appears', 'gasps and gets excited']","Hey Mr. Postman, bring me a post, bring me the post that I love the most.  Huh?  My song came true! Do you have a package for me today?!",,
Cheeseburger Backpack,Jamie,"['opens his mailbag', 'takes out a peculiar package']",Hold on.  Let me see what I've got here.  Did you order a loaf of bread with a stamp on it?,,
Cheeseburger Backpack,Steven,[],No.,,
Cheeseburger Backpack,Jamie,['pulls out envelope'],Did you order a jury summon for R.J. Finkle?,,
Cheeseburger Backpack,Steven,[],"That's not me, I'm Steven.",,
Cheeseburger Backpack,Jamie,['pulls out a parcel'],"Oh, right, right, right, Steven!  Here it is, Steven Universe.",,
Cheeseburger Backpack,Steven,['ecstatically'],Ha!  This thing is gonna help me save the world.,,
Cheeseburger Backpack,Jamie,[],Really? It says it's from Wacky Sacks Supply Company.,,
Cheeseburger Backpack,Steven,[],"Garnet, Amethyst, and Pearl think I shouldn't go on magic adventures because I don't know how to use my Gem powers.",,
Cheeseburger Backpack,Jamie,[],...That seems reasonable.,,
Cheeseburger Backpack,Steven,[],But there are other ways I can help.,,
Cheeseburger Backpack,Jamie,[],With a Wacky Sack?,,
Cheeseburger Backpack,Steven,[],Exactly!,,
Cheeseburger Backpack,Jamie,['takes out a signature pad'],"Do you know how you can save my world?  Sign here, please.",,
Cheeseburger Backpack,Steven,['writes his name and draws stars over it'],Aah!,,
Cheeseburger Backpack,Jamie,[],Barb yells at me if I don't get signatures.,,
Cheeseburger Backpack,Steven,['grabs the parcel and runs up the stairs towards his house'],"That's awful. (Steven's house suddenly starts glowing from the inside.) Garnet, Amethyst, and Pearl are back!",,
Cheeseburger Backpack,Jamie,[],"Wait, Steven! What is a Wacky Sack?!",,
Cheeseburger Backpack,,[],,Trans. Int. Beach House,
Cheeseburger Backpack,Steven,['enters the house'],Huh?,,
Cheeseburger Backpack,Garnet,['covered in feathers'],"Hello, Steven.",,
Cheeseburger Backpack,Pearl,[],"Amethyst, we do not need that! It's not going to fit in the fridge!",,
Cheeseburger Backpack,Amethyst,"['slowly slides a tray out of the fridge, spilling a carton of milk and dropping a bag of bagels, and puts the giant egg inside', 'slams the fridge door, as a crack is heard from the inside']","What? I got this.  Look, it fits! Ha!  Oh man, We can make a big omelet, or a quiche, or big sunny side ups!—",,
Cheeseburger Backpack,Pearl,"['unamused, and turns to Steven']","We fought a giant bird. We're only here for a second, we've got to go back out.",,
Cheeseburger Backpack,Steven,[],What? Why?,,
